id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2019-970233,2019-03-19,1,Vente,152000,11,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AM0253,,,63,34.01,,,,,,,,,1,2,Appartement,34.00,2,,,,,,-1.7702300,43.3601030,000AM
2019-970234,2019-03-19,1,Vente,238000,61,,RUE D ARMATONDE,170,64700,64260,Hendaye,64,,,64260000AC0146,,,109,58.84,,,,,,,,,1,1,Maison,60.00,3,,,,,,-1.7555840,43.3745130,000AC
2019-970243,2019-03-21,1,Vente,195000,20,,PL DE LA REPUBLIQUE,1930,64700,64260,Hendaye,64,,,64260000AM0122,,,17,,19,,45,106.09,,,,,3,2,Appartement,120.00,4,,,,,,-1.7749800,43.3582900,000AM
2019-970244,2019-03-20,1,Vente,190000,7,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AT0402,,,24,43.47,,,,,,,,,1,2,Appartement,46.00,3,,,,,,-1.7629140,43.3702300,000AT
2019-970245,2019-03-22,1,Vente,396000,10,,RUE DE BELCENIA,360,64700,64260,Hendaye,64,,,64260000AM0684,,,,,,,,,,,,,0,1,Maison,93.00,4,S,sols,,,223.00,-1.7716310,43.3604380,000AM
2019-970246,2019-03-22,1,Vente,179200,7,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AT0402,,,229,45.03,,,,,,,,,1,2,Appartement,47.00,3,,,,,,-1.7629140,43.3702300,000AT
2019-970247,2019-03-26,1,Vente,240000,9005,,CHE ASCOUBE FAGADY,190,64700,64260,Hendaye,64,,,64260000AB0489,,,41,61.28,,,,,,,,,1,2,Appartement,64.00,3,,,,,,-1.7448760,43.3763380,000AB
2019-970257,2019-03-12,1,Vente,164000,33,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0512,,,22,69.43,42,,,,,,,,2,2,Appartement,72.00,3,,,,,,-1.7795510,43.3501290,000AK
2019-970262,2019-03-06,1,Vente,265000,29,,RUE DES SERINGATS,2070,64700,64260,Hendaye,64,,,64260000AT0052,,,21,65.36,,,,,,,,,1,2,Appartement,66.00,3,,,,,,-1.7644060,43.3723870,000AT
2019-970266,2019-03-22,1,Vente,582500,6,,RUE DE LARROUN,1310,64700,64260,Hendaye,64,,,64260000AR0140,,,,,,,,,,,,,0,1,Maison,180.00,8,S,sols,,,620.00,-1.7668560,43.3652650,000AR
2019-970271,2019-03-28,1,Vente,110000,9008,,CHE D AGORRETA,30,64700,64260,Hendaye,64,,,64260000AE0353,,,3,67.46,,,,,,,,,1,2,Appartement,69.00,4,,,,,,-1.7665740,43.3550490,000AE
2019-970272,2019-03-28,1,Vente,160000,7,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AT0402,,,23,44.14,,,,,,,,,1,2,Appartement,46.00,3,,,,,,-1.7629140,43.3702300,000AT
2019-970273,2019-03-29,1,Vente,330000,43,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AS0125,,,201,80.26,,,,,,,,,1,2,Appartement,80.00,4,,,,,,-1.7566670,43.3726580,000AS
2019-970274,2019-03-26,1,Vente,150000,10,,RTE DE LA CORNICHE,690,64700,64260,Hendaye,64,,,64260000AS0157,,,27,28.95,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7608710,43.3738630,000AS
2019-970275,2019-03-29,1,Vente,127000,1,,RUE DU JAIZQUIBEL,1240,64700,64260,Hendaye,64,,,64260000AM0611,,,334,39.70,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7733820,43.3590770,000AM
2019-970289,2019-03-11,1,Vente,124000,43,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AP0086,,,9,25.28,,,,,,,,,1,2,Appartement,23.00,2,,,,,,-1.7674300,43.3610780,000AP
2019-970289,2019-03-11,1,Vente,124000,43,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AP0086,,,7,33.77,,,,,,,,,1,2,Appartement,34.00,3,,,,,,-1.7674300,43.3610780,000AP
2019-970301,2019-03-25,1,Vente,178000,12,,RTE DE LA CORNICHE,690,64700,64260,Hendaye,64,,,64260000AS0064,,,106,48.12,,,,,,,,,1,2,Appartement,51.00,3,,,,,,-1.7607870,43.3733040,000AS
2019-970305,2019-03-12,1,Vente,271000,6,,RUE DES TULIPIERS,2190,64700,64260,Hendaye,64,,,64260000AV0421,,,18,67.34,,,,,,,,,1,2,Appartement,65.00,3,,,,,,-1.7727150,43.3699380,000AV
2019-970307,2019-04-04,1,Vente,95000,12,,RTE DE LA CORNICHE,690,64700,64260,Hendaye,64,,,64260000AS0064,,,79,25.82,,,,,,,,,1,2,Appartement,25.00,1,,,,,,-1.7607870,43.3733040,000AS
2019-970308,2019-04-03,1,Vente,130000,6,,RUE D OTHATZ,1670,64700,64260,Hendaye,64,,,64260000AL0078,,,20,44.29,,,,,,,,,1,2,Appartement,39.00,2,,,,,,-1.7776270,43.3540080,000AL
2019-970312,2019-03-11,1,Vente,173000,57,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0031,,,2,74.27,,,,,,,,,1,2,Appartement,74.00,4,,,,,,-1.7728220,43.3500140,000AK
2019-970313,2019-03-22,1,Vente,182000,12,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AM0443,,,13,,14,,,,,,,,2,1,Maison,80.00,4,,,,,,-1.7759120,43.3592730,000AM
2019-970314,2019-04-08,1,Vente,240000,55,,RUE D ARMATONDE,170,64700,64260,Hendaye,64,,,64260000AC0146,,,112,,,,,,,,,,1,1,Maison,60.00,3,,,,,,-1.7555840,43.3745130,000AC
2019-970324,2019-04-08,1,Vente,182000,18,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AL0455,,,4,74.68,,,,,,,,,1,2,Appartement,80.00,4,,,,,,-1.7802550,43.3497360,000AL
2019-970325,2019-03-28,1,Vente,168900,9001,,RUE POTENIA,1880,64700,64260,Hendaye,64,,,64260000AS0163,,,2,35.01,53,,,,,,,,2,2,Appartement,36.00,2,,,,,,-1.7602100,43.3729350,000AS
2019-970326,2019-04-05,1,Vente,99000,63,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0027,,,9,30.74,,,,,,,,,1,2,Appartement,31.00,2,,,,,,-1.7793210,43.3541880,000AL
2019-970327,2019-04-05,1,Vente,135000,4,,RUE PRIORENIA,1890,64700,64260,Hendaye,64,,,64260000AL0264,,,49,32.74,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7829740,43.3497530,000AL
2019-970328,2019-04-05,1,Vente,178000,1,,RUE DU PONT,1860,64700,64260,Hendaye,64,,,64260000AN0056,,,22,55.15,,,,,,,,,1,2,Appartement,50.00,3,,,,,,-1.7727120,43.3574170,000AN
2019-970340,2019-03-22,1,Vente,191575,2,,RUE DES DEPORTES,730,64700,64260,Hendaye,64,,,64260000AL0224,,,56,100.37,58,,60,,61,,,,4,2,Appartement,116.00,4,,,,,,-1.7817790,43.3523830,000AL
2019-970341,2019-03-25,1,Vente,175750,15,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0140,,,36,,,,,,,,,,1,2,Appartement,30.00,2,,,,,,-1.7706080,43.3671930,000AV
2019-970342,2019-03-22,1,Vente,140000,29,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AN0015,,,3,76.25,,,,,,,,,1,2,Appartement,60.00,4,,,,,,-1.7771730,43.3561360,000AN
2019-970347,2019-03-29,1,Vente,175000,1,,RUE DES MURIERS,1555,64700,64260,Hendaye,64,,,64260000AW0230,,,11,44.41,,,,,,,,,1,2,Appartement,26.00,1,,,,,,-1.7791330,43.3702700,000AW
2019-970350,2019-03-29,1,Vente,277000,7,,RUE DES CLEMATITES,660,64700,64260,Hendaye,64,,,64260000AV0410,,,78,56.04,,,,,,,,,1,2,Appartement,50.00,2,,,,,,-1.7719320,43.3716690,000AV
2019-970355,2019-03-29,1,Vente,145000,12,,RTE DE LA CORNICHE,690,64700,64260,Hendaye,64,,,64260000AS0064,,,51,27.16,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7607870,43.3733040,000AS
2019-970356,2019-03-29,1,Vente en l'état futur d'achèvement,169000,7,T,RUE D ORIO,1651,64700,64260,Hendaye,64,,,64260000AD0675,,,6,,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7600310,43.3630840,000AD
2019-970357,2019-03-29,1,Vente,129000,2,,RUE DE LA LIBERATION,1360,64700,64260,Hendaye,64,,,64260000AN0048,,,69,30.26,,,,,,,,,1,2,Appartement,38.00,2,,,,,,-1.7744800,43.3566240,000AN
2019-970361,2019-04-03,1,Vente,290000,2,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AW0036,,,149,77.27,,,,,,,,,1,2,Appartement,76.00,3,,,,,,-1.7742530,43.3734560,000AW
2019-970366,2019-03-25,1,Vente,195000,11,,RUE DU SIEGE,2085,64700,64260,Hendaye,64,,,64260000AH0253,,,66,97.27,,,,,,,,,1,1,Maison,100.00,5,,,,,,-1.7682660,43.3445910,000AH
2019-970367,2019-03-27,1,Vente,332500,26,,RUE D AIZPURDI,80,64700,64260,Hendaye,64,,,64260000AN0613,,,,,,,,,,,,,0,1,Maison,81.00,4,S,sols,,,157.00,-1.7710030,43.3559370,000AN
2019-970373,2019-03-28,1,Vente,284000,13,,RUE POTENIA,1880,64700,64260,Hendaye,64,,,64260000AS0292,,,24,60.61,,,,,,,,,1,2,Appartement,60.00,3,,,,,,-1.7615880,43.3727050,000AS
2019-970377,2019-04-10,1,Vente,123000,7,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0243,,,43,26.58,,,,,,,,,1,2,Appartement,36.00,1,,,,,,-1.7739410,43.3721100,000AW
2019-970381,2019-04-03,1,Vente,153000,1,,RUE DES CITRONNIERS,650,64700,64260,Hendaye,64,,,64260000AW0240,,,49,32.87,,,,,,,,,1,2,Appartement,24.00,2,,,,,,-1.7738570,43.3706940,000AW
2019-970382,2019-04-11,1,Vente,199000,7,,RUE POTENIA,1880,64700,64260,Hendaye,64,,,64260000AS0190,,,23,46.00,,,,,,,,,1,2,Appartement,47.00,2,,,,,,-1.7610330,43.3728210,000AS
2019-970385,2019-04-01,1,Vente,245000,5,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AN0256,,,25,66.76,29,,,,,,,,2,2,Appartement,63.00,3,,,,,,-1.7738720,43.3547060,000AN
2019-970387,2019-03-28,1,Vente,323000,44,,RUE RICHELIEU,1955,64700,64260,Hendaye,64,,,64260000AH0601,,,14,124.14,,,,,,,,,1,1,Maison,86.00,4,,,,,,-1.7691510,43.3430560,000AH
2019-970391,2019-04-03,1,Vente,220000,3,,RUE BIATURENIA,400,64700,64260,Hendaye,64,,,64260000AP0326,,,9,55.44,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7686760,43.3650070,000AP
2019-970396,2019-04-09,1,Vente,136100,46,,RUE BIGARENA,420,64700,64260,Hendaye,64,,,64260000AK0465,,,20,45.54,,,,,,,,,1,2,Appartement,46.00,2,,,,,,-1.7733770,43.3508840,000AK
2019-970397,2019-04-02,1,Vente,115000,67,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0025,,,48,,,,,,,,,,1,2,Appartement,52.00,3,,,,,,-1.7797310,43.3539160,000AL
2019-970399,2019-04-04,1,Vente,250000,2,,RUE RICHELIEU,1955,64700,64260,Hendaye,64,,,64260000AH0363,,,1,88.09,,,,,,,,,1,1,Maison,87.00,5,,,,,,-1.7699190,43.3430770,000AH
2019-970420,2019-04-08,1,Vente,405000,6,,RUE LAPARCA,1298,64700,64260,Hendaye,64,,,64260000AE0178,,,,,,,,,,,,,0,1,Maison,134.00,5,S,sols,,,620.00,-1.7647930,43.3573300,000AE
2019-970405,2019-04-17,1,Vente,245000,7037,,CHE DE SOPITE,2100,64700,64260,Hendaye,64,,,64260000AD0037,,,260,,,,,,,,,,1,2,Appartement,70.00,4,,,,,,-1.7507620,43.3706370,000AD
2019-970410,2019-04-09,1,Vente,420000,7,,RUE GUYNEMER,1130,64700,64260,Hendaye,64,,,64260000AD0279,,,,,,,,,,,,,0,1,Maison,70.00,4,S,sols,,,553.00,-1.7568900,43.3695170,000AD
2019-970417,2019-03-07,1,Vente,241790,40,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0247,,,785,,,,,,,,,,1,2,Appartement,62.00,2,,,,,,-1.7747020,43.3725920,000AW
2019-970429,2019-04-15,1,Vente,230000,5,,RUE DE SUBERNOA,2110,64700,64260,Hendaye,64,,,64260000AM0540,,,6,68.27,,,,,,,,,1,2,Appartement,67.00,3,,,,,,-1.7705830,43.3593110,000AM
2019-970433,2019-04-29,1,Vente,85500,17,,AV D ESPAGNE,900,64700,64260,Hendaye,64,,,64260000AL0279,,,3,49.22,,,,,,,,,1,2,Appartement,37.00,2,,,,,,-1.7842130,43.3506060,000AL
2019-970435,2019-04-06,1,Vente,303000,9609,,RUE LEON LANNEPOUQUET,1295,64700,64260,Hendaye,64,,,64260000AD1284,,,25,85.58,,,,,,,,,1,1,Maison,90.00,4,,,,,,-1.7591590,43.3660010,000AD
2019-970436,2019-04-12,1,Vente,226000,28,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0129,,,1,65.91,,,,,,,,,1,2,Appartement,67.00,3,,,,,,-1.7698580,43.3669990,000AV
2019-970438,2019-04-12,1,Vente,470000,9,,RUE DE LA POMMERAIE,1855,64700,64260,Hendaye,64,,,64260000AE0522,,,,,,,,,,,,,0,1,Maison,92.00,4,S,sols,,,676.00,-1.7608930,43.3590230,000AE
2019-970442,2019-04-15,1,Vente,393000,12,,RUE ANDRE HATCHONDO,233,64700,64260,Hendaye,64,,,64260000AR0426,,,,,,,,,,,,,0,1,Maison,96.00,4,S,sols,,,555.00,-1.7634190,43.3641210,000AR
2019-970445,2019-04-09,1,Vente,130000,13,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AM0255,,,30,31.69,,,,,,,,,1,2,Appartement,31.00,2,,,,,,-1.7701020,43.3601600,000AM
2019-970450,2019-04-16,1,Vente,430000,51,,AGUERRIA,B005,64700,64260,Hendaye,64,,,64260000AB0323,,,,,,,,,,,,,0,1,Maison,120.00,5,S,sols,,,386.00,-1.7478420,43.3740130,000AB
2019-970453,2019-04-17,1,Vente,140000,4,,RUE ATCHOENIA,232,64700,64260,Hendaye,64,,,64260000AE0748,,,,,,,,,,,,,0,1,Maison,89.00,4,S,sols,,,207.00,-1.7596400,43.3621560,000AE
2019-970456,2019-04-15,1,Vente,46000,12,,RUE ANDRE HATCHONDO,233,64700,64260,Hendaye,64,,,64260000AR0425,,,,,,,,,,,,,0,1,Maison,96.00,4,S,sols,,,441.00,-1.7634920,43.3641990,000AR
2019-970457,2019-04-10,1,Vente,200000,61,B,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0252,,,17,60.30,8,,,,,,,,2,2,Appartement,60.00,2,,,,,,-1.7730150,43.3712100,000AV
2019-970459,2019-04-12,1,Vente,158450,20,,RUE DE BARRANDEGUY,265,64700,64260,Hendaye,64,,,64260000AN0317,,,20,45.78,,,,,,,,,1,2,Appartement,43.00,2,,,,,,-1.7703030,43.3551910,000AN
2019-970460,2019-04-12,1,Vente,185040,73,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AW0238,,,6,44.57,,,,,,,,,1,2,Appartement,46.00,3,,,,,,-1.7735590,43.3712380,000AW
2019-970461,2019-04-10,1,Vente,270000,2,,RUE DE BELCENIA,360,64700,64260,Hendaye,64,,,64260000AM0604,,,34,70.60,,,,,,,,,1,2,Appartement,75.00,4,,,,,,-1.7712550,43.3600010,000AM
2019-970467,2019-04-18,1,Vente,165000,7,,RUE DES JASMINS,1280,64700,64260,Hendaye,64,,,64260000AV0416,,,62,36.59,,,,,,,,,1,2,Appartement,36.00,2,,,,,,-1.7720190,43.3724630,000AV
2019-970471,2019-04-24,1,Vente,105800,85,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AW0045,,,8,29.91,,,,,,,,,1,2,Appartement,30.00,2,,,,,,-1.7735760,43.3719800,000AW
2019-970474,2019-04-15,1,Vente,120000,12,,RUE CANETA,460,64700,64260,Hendaye,64,,,64260000AM0652,,,42,35.29,,,,,,,,,1,2,Appartement,38.00,2,,,,,,-1.7761660,43.3575990,000AM
2019-970475,2019-04-15,1,Vente,266030,2,,RUE DES CHENES,570,64700,64260,Hendaye,64,,,64260000AK0440,,,106,70.96,,,,,,,,,1,2,Appartement,66.00,3,,,,,,-1.7793820,43.3506970,000AK
2019-970481,2019-04-19,1,Vente,214000,2,,RUE DE LA LIBERATION,1360,64700,64260,Hendaye,64,,,64260000AN0048,,,30,55.75,,,,,,,,,1,2,Appartement,54.00,3,,,,,,-1.7744800,43.3566240,000AN
2019-970484,2019-04-15,1,Vente,62000,5,,RUE DE LA FONTAINE,1010,64700,64260,Hendaye,64,,,64260000AM0450,,,14,,,,,,,,,,1,2,Appartement,54.00,3,,,,,,-1.7752070,43.3575340,000AM
2019-970485,2019-04-15,1,Vente,301500,9000,,CHE DE MOLERES,1540,64700,64260,Hendaye,64,,,64260000AD1248,,,11,69.51,,,,,,,,,1,2,Appartement,60.00,3,,,,,,-1.7614310,43.3682400,000AD
2019-970487,2019-04-19,1,Vente,89000,14,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AM0443,,,9,33.81,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7759120,43.3592730,000AM
2019-970496,2019-04-25,1,Vente,319837,8,,RUE HELENE BOUCHER,1165,64700,64260,Hendaye,64,,,64260000AS0053,,,21,,23,,8,64.05,,,,,3,2,Appartement,60.00,3,,,,,,-1.7610530,43.3708500,000AS
2019-970497,2019-04-16,1,Vente,205050,52,,RUE BIGARENA,420,64700,64260,Hendaye,64,,,64260000AK0465,,,60,,,,,,,,,,1,2,Appartement,80.00,4,,,,,,-1.7733770,43.3508840,000AK
2019-970500,2019-04-16,1,Vente,369990,36,,RUE D AIZPURDI,80,64700,64260,Hendaye,64,,,64260000AN0173,,,,,,,,,,,,,0,1,Maison,90.00,4,S,sols,,,701.00,-1.7691280,43.3567800,000AN
2019-970502,2019-05-06,1,Vente,153000,12,,RTE DE LA CORNICHE,690,64700,64260,Hendaye,64,,,64260000AS0064,,,33,,,,,,,,,,1,2,Appartement,35.00,2,,,,,,-1.7607870,43.3733040,000AS
2019-970503,2019-05-02,1,Vente,139500,9001,,CHE DE BIANTENIA,380,64700,64260,Hendaye,64,,,64260000AO0306,,,131,,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7656160,43.3589190,000AO
2019-970504,2019-04-12,1,Vente,170000,21,,RUE DES CHASSEURS,532,64700,64260,Hendaye,64,,,64260000AE0651,,,5,,,,,,,,,,1,2,Appartement,46.00,3,,,,,,-1.7626790,43.3565580,000AE
2019-970506,2019-04-17,1,Vente,295000,7,,RUE HEGOIAK,1160,64700,64260,Hendaye,64,,,64260000AI0125,,,5,,,,,,,,,,1,2,Appartement,100.00,4,,,,,,-1.7725010,43.3508850,000AI
2019-970510,2019-04-25,1,Vente,157800,54,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0313,,,36,,,,,,,,,,1,2,Appartement,47.00,3,,,,,,-1.7754370,43.3494540,000AK
2019-970514,2019-04-19,1,Vente,580000,11,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AP0094,,,,,,,,,,,,,0,1,Maison,153.00,6,S,sols,,,115.00,-1.7700740,43.3615490,000AP
2019-970518,2019-04-29,1,Vente,92000,12,,RTE DE LA CORNICHE,690,64700,64260,Hendaye,64,,,64260000AS0064,,,38,,,,,,,,,,1,2,Appartement,19.00,1,,,,,,-1.7607870,43.3733040,000AS
2019-970523,2019-04-30,1,Vente,160000,4,,RUE PELLOT,1785,64700,64260,Hendaye,64,,,64260000AM0694,,,91,,,,,,,,,,1,2,Appartement,55.00,3,,,,,,-1.7720650,43.3578970,000AM
2019-970531,2019-04-30,1,Vente,197880,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,200,,,,,,,,,,1,2,Appartement,60.00,3,,,,,,-1.7643690,43.3606700,000AO
2019-970534,2019-04-25,1,Vente,500000,9001,,CHE DE LEGARRALDE,1350,64700,64260,Hendaye,64,,,64260000AD0129,,,,,,,,,,,,,0,1,Maison,66.00,3,S,sols,,,2450.00,-1.7524960,43.3638670,000AD
2019-970539,2019-04-26,1,Vente,176000,10,,RUE NOUVELLE,1600,64700,64260,Hendaye,64,,,64260000AN0382,,,64,44.37,,,,,,,,,1,2,Appartement,44.00,2,,,,,,-1.7747710,43.3541460,000AN
2019-970540,2019-04-26,1,Vente,137500,23,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0245,,,249,,,,,,,,,,1,2,Appartement,39.00,1,,,,,,-1.7749400,43.3717900,000AW
2019-970541,2019-04-16,1,Vente,74000,53,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0376,,,5,,,,,,,,,,1,2,Appartement,34.00,2,,,,,,-1.7719760,43.3696730,000AV
2019-970543,2019-04-24,1,Vente,60117,5,,RUE DE LA FONTAINE,1010,64700,64260,Hendaye,64,,,64260000AM0450,,,11,33.37,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7752070,43.3575340,000AM
2019-970550,2019-04-30,1,Vente,136000,9005,,CHE DE SOPITE,2100,64700,64260,Hendaye,64,,,64260000AD1456,,,218,33.04,,,,,,,,,1,2,Appartement,32.00,1,,,,,,-1.7520340,43.3720730,000AD
2019-970551,2019-05-02,1,Vente,319000,7,,RUE RICHELIEU,1955,64700,64260,Hendaye,64,,,64260000AH0546,,,,,,,,,,,,,0,1,Maison,85.00,4,S,sols,,,273.00,-1.7687470,43.3435840,000AH
2019-970552,2019-05-07,1,Vente,137500,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,257,,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7643690,43.3606700,000AO
2019-970553,2019-05-03,1,Vente,208000,15,,RUE DE LA GARE,1060,64700,64260,Hendaye,64,,,64260000AN0040,,,8,,,,,,,,,,1,2,Appartement,60.00,3,,,,,,-1.7752610,43.3568430,000AN
2019-970554,2019-05-07,1,Vente,152000,20,,RUE DU PONT,1860,64700,64260,Hendaye,64,,,64260000AN0666,,,118,,,,,,,,,,1,2,Appartement,43.00,2,,,,,,-1.7720600,43.3570250,000AN
2019-970555,2019-05-10,1,Vente,105000,6,,RUE MARIGORRI,1452,64700,64260,Hendaye,64,,,64260000AO0480,,,16,,,,,,,,,,1,2,Appartement,31.00,2,,,,,,-1.7634800,43.3607260,000AO
2019-970557,2019-05-10,1,Vente,175000,1,,PAS ALLENDE,105,64700,64260,Hendaye,64,,,64260000AM0601,,,64,,,,,,,,,,1,2,Appartement,36.00,2,,,,,,-1.7732650,43.3595160,000AM
2019-970558,2019-05-09,1,Vente,115000,3,,RUE DU TUNNEL,2200,64700,64260,Hendaye,64,,,64260000AN0679,,,24,,,,,,,,,,1,2,Appartement,41.00,2,,,,,,-1.7707940,43.3573100,000AN
2019-970563,2019-05-02,1,Vente,90000,2,,AV DES MAGNOLIAS,1420,64700,64260,Hendaye,64,,,64260000AW0235,,,203,,21,,,,,,,,2,2,Appartement,24.00,2,,,,,,-1.7741820,43.3716100,000AW
2019-970565,2019-05-06,1,Vente,360000,7,,RUE DES CHEVREFEUILLES,580,64700,64260,Hendaye,64,,,64260000AV0408,,,1,,,,,,,,,,1,2,Appartement,70.00,3,,,,,,-1.7714620,43.3734100,000AV
2019-970580,2019-05-17,1,Vente,99000,5,,RUE DE LA LIBERATION,1360,64700,64260,Hendaye,64,,,64260000AN0414,,,17,,,,,,,,,,1,2,Appartement,28.00,2,,,,,,-1.7757540,43.3559320,000AN
2019-970581,2019-05-14,1,Vente,152500,27,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AI0033,,,8,,,,,,,,,,1,2,Appartement,44.00,2,,,,,,-1.7694710,43.3515800,000AI
2019-970582,2019-05-17,1,Vente,261690,9,,CHE DE LA COTE,700,64700,64260,Hendaye,64,,,64260000AT0314,,,14,,,,,,,,,,1,2,Appartement,59.00,4,,,,,,-1.7626900,43.3750150,000AT
2019-970584,2019-05-16,1,Vente,129000,3,,PAS ALLENDE,105,64700,64260,Hendaye,64,,,64260000AM0601,,,12,,,,,,,,,,1,2,Appartement,37.00,2,,,,,,-1.7732650,43.3595160,000AM
2019-970585,2019-05-16,1,Vente,165000,25,,RUE D ORIO,1651,64700,64260,Hendaye,64,,,64260000AD0588,,,83,,,,,,,,,,1,2,Appartement,61.00,3,,,,,,-1.7563760,43.3620130,000AD
2019-970590,2019-05-06,1,Vente,214650,13,,RUE POTENIA,1880,64700,64260,Hendaye,64,,,64260000AS0292,,,17,,,,,,,,,,1,2,Appartement,39.00,2,,,,,,-1.7615880,43.3727050,000AS
2019-970591,2019-05-06,1,Vente,89900,1,,RUE DU JAIZQUIBEL,1240,64700,64260,Hendaye,64,,,64260000AM0611,,,291,,,,,,,,,,1,2,Appartement,34.00,1,,,,,,-1.7733820,43.3590770,000AM
2019-970592,2019-05-06,1,Vente,410000,13,,RUE POTENIA,1880,64700,64260,Hendaye,64,,,64260000AS0292,,,27,,,,,,,,,,1,2,Appartement,79.00,4,,,,,,-1.7615880,43.3727050,000AS
2019-970593,2019-05-15,1,Vente,178600,2,,RUE DES ACACIAS,20,64700,64260,Hendaye,64,,,64260000AV0415,,,148,,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7730400,43.3708740,000AV
2019-970596,2019-05-09,1,Vente,258000,7037,,CHE DE SOPITE,2100,64700,64260,Hendaye,64,,,64260000AD0037,,,420,,455,,,,,,,,2,2,Appartement,64.00,3,,,,,,-1.7507620,43.3706370,000AD
2019-970598,2019-05-20,1,Vente,130000,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,255,,,,,,,,,,1,2,Appartement,45.00,2,,,,,,-1.7643690,43.3606700,000AO
2019-970599,2019-04-12,1,Vente,161500,9001,,RES ASCOUBIA I,A010,64700,64260,Hendaye,64,,,64260000AB0491,,,81,,,,,,,,,,1,2,Appartement,34.00,2,,,,,,-1.7437100,43.3727200,000AB
2019-970604,2019-05-07,1,Vente,165000,12,,RUE D IRUN,1210,64700,64260,Hendaye,64,,,64260000AV0423,,,543,,,,,,,,,,1,2,Appartement,38.00,1,,,,,,-1.7720830,43.3731370,000AV
2019-970606,2019-05-06,1,Vente,258163,9001,,RES ASCOUBIA II,A011,64700,64260,Hendaye,64,,,64260000AB0490,,,39,,,,,,,,,,1,2,Appartement,29.00,2,,,,,,-1.7458800,43.3748420,000AB
